all-words	327	24905	6166788	οὖν	οὖν	d--------	so	postag	AuxY	6166796
all-words	327	24905	6166789	πόρρωθεν	πρόσωθεν	d--------	from afar	postag	ADV	6166792
all-words	327	24905	6166790	ἡμᾶς	ἐγώ	p-p---ca-	I (first person pronoun)	postag	SBJ	6166792
all-words	327	24905	6166791	οἴκαδε	οἴκαδε	d--------	to one's home	postag	ADV	6166792
all-words	327	24905	6166792	ὡρμημένους	ὁρμάω	v-prpema-	to set in motion	postag	OBJ	6166787
all-words	327	24905	6166793	Πολέμαρχος	Πολέμαρχος	n-s---mn-	Polemarchus	postag	SBJ	6166796
all-words	327	24905	6166795	Κεφάλου	Κέφαλος	n-s---mg-	Cephalus	postag	ATR	6166793
all-words	327	24905	6166796	ἐκέλευσε	κελεύω	v3saia---	to urge	postag	PRED	0
all-words	327	24905	6166797	δραμόντα	τρέχω	v-sapama-	to run	postag	ADV	6166802
all-words	327	24905	6166799	παῖδα	παῖς	n-s---ca-	a child	postag	OBJ	6166797
all-words	327	24905	6166800	περιμεῖναί	περιμένω	v--ana---	to wait for	postag	OBJ	6166796
all-words	327	24905	6166802	κελεῦσαι	κελεύω	v--ana---	to urge	postag	OBJ	6166800
all-words	327	24906	6166804	καί	καί	b--------	and	postag	AuxY	6166813
all-words	327	24906	6166805	μου	ἐγώ	p-s---cg-	I (first person pronoun)	postag	OBJ	6166809
all-words	327	24906	6166806	ὄπισθεν	ὄπισθεν	d--------	behind	postag	ADV	6166809
all-words	327	24906	6166808	παῖς	παῖς	n-s---cn-	a child	postag	SBJ	6166816
all-words	327	24906	6166809	λαβόμενος	λαμβάνω	v-sapmmn-	to take	postag	ADV	6166816
all-words	327	24906	6166811	ἱματίου	ἱμάτιον	n-s---ng-	an outer garment	postag	OBJ	6166809
all-words	327	24906	6166813	κελεύει	κελεύω	v3spia---	to urge	postag	OBJ	6166816
all-words	327	24906	6166814	ὑμᾶς	σύ	p-p---ca-	you (personal pronoun)	postag	SBJ	6166819
all-words	327	24906	6166816	ἔφη	φημί	v3siia---	to say	postag	PRED	0
all-words	327	24906	6166818	Πολέμαρχος	Πολέμαρχος	n-s---mn-	Polemarchus	postag	SBJ	6166813
all-words	327	24906	6166819	περιμεῖναι	περιμένω	v--ana---	to wait for	postag	OBJ	6166813
all-words	327	24907	6166821	καὶ	καί	b--------	and	postag	AuxY	6166823
all-words	327	24907	6166822	ἐγὼ	ἐγώ	p-s---cn-	I (first person pronoun)	postag	SBJ	6166823
all-words	327	24907	6166823	μετεστράφην	μεταστρέφω	v1saip---	to turn about	postag	PRED	0
all-words	327	24907	6166824	τε	τε	b--------	and	postag	AuxY	6166823
all-words	327	24907	6166825	καὶ	καί	b--------	and	postag	AuxY	6166826
all-words	327	24907	6166826	ἠρόμην	ἔρομαι	v1saim---	to ask	postag	CO	6166823
all-words	327	24907	6166827	ὅπου	ὅπου	d--------	where	postag	ADV	6166829
all-words	327	24907	6166828	αὐτὸς	αὐτός	a-s---mn-	unemph. 3rd pers.pronoun; -self; [the] same 	postag	SBJ	6166829
all-words	327	24907	6166829	εἴη	εἰμί	v3spoa---	to be	postag	OBJ	6166826
all-words	327	24908	6166831	οὗτος	οὗτος	a-s---mn-	this; that	postag	SBJ	6166836
all-words	327	24908	6166833	ἔφη	φημί	v3siia---	to say	postag	PRED	0
all-words	327	24908	6166835	ὄπισθεν	ὄπισθεν	d--------	behind	postag	ADV	6166836
all-words	327	24908	6166836	προσέρχεται	προσέρχομαι	v3spie---	to come	postag	OBJ	6166833
all-words	327	24909	6166838	ἀλλὰ	ἀλλά	b--------	otherwise	postag	AuxY	6166839
all-words	327	24909	6166839	περιμένετε	περιμένω	v2ppma---	to wait for	postag	PRED	0
all-words	327	24910	6166841	ἀλλὰ	ἀλλά	b--------	otherwise	postag	AuxY	6166842
all-words	327	24910	6166842	περιμενοῦμεν	περιμένω	v1pfia---	to wait for	postag	PRED	0
all-words	327	24910	6166844	ἦ	εἰμί	v3siia---	to be	postag	ExD	6166842
all-words	327	24910	6166845	δ’	δέ	b--------	but	postag	AuxY	6166844
all-words	327	24910	6166846	ὃς	ὅς	p-s---mn-	who	postag	OBJ/SBJ	6166844
all-words	327	24910	6166848	Γλαύκων	Γλαύκων	n-s---mn-	Glaucon	postag	OBJ/SBJ	6166844
all-words	327	24911	6166850	καὶ	καί	b--------	and	postag	AuxY	6166856
all-words	327	24911	6166851	ὀλίγῳ	ὀλίγος	a-s---nd-	few	postag	ADV	6166852
all-words	327	24911	6166852	ὕστερον	ὕστερον	d-------c	the afterbirth	postag	ADV	6166856
all-words	327	24911	6166853	ὅ	ὅς	p-s---nn-	who	postag	ATR	6166855
all-words	327	24911	6166854	τε	τε	b--------	and	postag	AuxY	6166855
all-words	327	24911	6166855	Πολέμαρχος	Πολέμαρχος	n-s---mn-	Polemarchus	postag	SBJ	6166856
all-words	327	24911	6166856	ἧκε	ἥκω	v3saia---	to have come	postag	PRED	0
all-words	327	24911	6166857	καὶ	καί	b--------	and	postag	AuxY	6166858
all-words	327	24911	6166858	Ἀδείμαντος	Ἀδείμαντος	n-s---mn-	Adimantus	postag	CO	6166855
all-words	327	24911	6166861	Γλαύκωνος	Γλαύκων	n-s---mg-	Glaucon	postag	ATR	6166862
all-words	327	24911	6166862	ἀδελφὸς	ἀδελφός	n-s---mn-	sons of the same mother	postag	APOS	6166858
all-words	327	24911	6166863	καὶ	καί	b--------	and	postag	AuxY	6166864
all-words	327	24911	6166864	Νικήρατος	Νικήρατος	n-s---mn-	Niceratus	postag	CO	6166858
all-words	327	24911	6166866	Νικίου	Νικίας	n-s---mg-	Nicias	postag	ATR	6166864
all-words	327	24911	6166867	καὶ	καί	b--------	and	postag	AuxY	6166869
all-words	327	24911	6166868	ἄλλοι	ἄλλος	a-p---mn-	other	postag	ATR	6166869
all-words	327	24911	6166869	τινὲς	τις	a-p---cn-	any one	postag	CO	6166864
all-words	327	24911	6166870	ὡς	ὡς	c--------	as	postag	AuxZ	6166873
all-words	327	24911	6166871	ἀπὸ	ἀπό	r--------	from	postag	AuxP	6166869
all-words	327	24911	6166873	πομπῆς	πομπή	n-s---fg-	conduct	postag	ADV	6166871
all-words	327	24912	6166876	οὖν	οὖν	d--------	so	postag	AuxY	6166878
all-words	327	24912	6166877	Πολέμαρχος	Πολέμαρχος	n-s---mn-	Polemarchus	postag	SBJ	6166878
all-words	327	24912	6166878	ἔφη	φημί	v3siia---	to say	postag	PRED	0
all-words	327	24913	6166881	Σώκρατες	Σωκράτης	n-s---mv-	Socrates	postag	ExD	6166883
all-words	327	24913	6166883	δοκεῖτέ	δοκέω	v2ppia---	seem	postag	PRED	0
all-words	327	24913	6166884	μοι	ἐγώ	p-s---cd-	I (first person pronoun)	postag	OBJ	6166883
all-words	327	24913	6166885	πρὸς	πρός	r--------	(w. gen.) from; (w. dat.) at	postag	AuxP	6166887
all-words	327	24913	6166886	ἄστυ	ἄστυ	n-s---na-	a city	postag	OBJ	6166885
all-words	327	24913	6166887	ὡρμῆσθαι	ὁρμάω	v--rne---	to set in motion	postag	OBJ	6166883
all-words	327	24913	6166888	ὡς	ὡς	c--------	as	postag	AuxZ	6166889
all-words	327	24913	6166889	ἀπιόντες	ἀπέρχομαι	v-pppamn-	to go away	postag	ADV	6166887
all-words	327	24914	6166891	οὐ	οὐ	d--------	not	postag	AuxZ	6166894
all-words	327	24914	6166892	γὰρ	γάρ	d--------	for	postag	AuxY	6166894
all-words	327	24914	6166893	κακῶς	κακός	d--------	bad	postag	ADV	6166894
all-words	327	24914	6166894	δοξάζεις	δοξάζω	v2spia---	to think	postag	PRED	0
all-words	327	24914	6166896	ἦν	εἰμί	v3siia---	to be	postag	CO	6166894
all-words	327	24914	6166897	δ’	δέ	b--------	but	postag	AuxY	6166896
all-words	327	24914	6166898	ἐγώ	ἐγώ	p-s---cn-	I (first person pronoun)	postag	SBJ	6166896
all-words	327	24915	6166900	ὁρᾷς	ὁράω	v2spia---	to see	postag	OBJ	6166904
all-words	327	24915	6166901	οὖν	οὖν	d--------	so	postag	AuxY	6166900
all-words	327	24915	6166902	ἡμᾶς	ἐγώ	p-p---ca-	I (first person pronoun)	postag	OBJ	6166900
all-words	327	24915	6166904	ἔφη	φημί	v3siia---	to say	postag	PRED	0
all-words	327	24915	6166906	ὅσοι	ὅσος	p-p---mn-	as much/many as	postag	SBJ	6166907
all-words	327	24915	6166907	ἐσμέν	εἰμί	v1ppia---	to be	postag	OBJ	6166900
all-words	327	24916	6166909	πῶς	πῶς	d--------	how? in what way	postag	PRED/ADV	0
all-words	327	24916	6166910	γὰρ	γάρ	d--------	for	postag	AuxY	6166909
all-words	327	24916	6166911	οὔ	οὐ	d--------	not	postag	AuxZ	6166909
all-words	327	24917	6166914	τοίνυν	τοίνυν	d--------	therefore	postag	AuxY	6166920
all-words	327	24917	6166915	τούτων	οὗτος	a-p---ng-	this; that	postag	OBJ	6166919
all-words	327	24917	6166917	ἔφη	φημί	v3siia---	to say	postag	PRED	0
all-words	327	24917	6166919	κρείττους	κρεισσόω	v2siia---	nodef	postag	PNOM	6166920
all-words	327	24917	6166920	γένεσθε	γίγνομαι	v2pamm---	become	postag	OBJ	6166917
all-words	327	24917	6166922	μένετ’	μένω	v2piia---	to stay at home	postag	CO	6166920
all-words	327	24917	6166923	αὐτοῦ	αὐτός	a-s---mg-	unemph. 3rd pers.pronoun; -self; [the] same 	postag	OBJ	6166922
all-words	327	24918	6166925	οὐκοῦν	οὐκοῦν	d--------	therefore	postag	AuxY	6166933
all-words	327	24918	6166927	ἦν	εἰμί	v3siia---	to be	postag	ExD	6166933
all-words	327	24918	6166928	δ’	δέ	b--------	but	postag	AuxY	6166927
all-words	327	24918	6166929	ἐγώ	ἐγώ	p-s---cn-	I (first person pronoun)	postag	SBJ	6166927
all-words	327	24918	6166931	ἔτι	ἔτι	d--------	yet	postag	ADV	6166933
all-words	327	24918	6166932	ἓν	εἷς	a-s---na-	one	postag	SBJ	6166933
all-words	327	24918	6166933	λείπεται	λείπω	v3spie---	to leave	postag	PRED	0
all-words	327	24918	6166936	ἢν	ἐάν	c--------	if	postag	AuxC	6166933
all-words	327	24918	6166937	πείσωμεν	πείθω	v1pasa---	to prevail upon	postag	ADV	6166936
all-words	327	24918	6166938	ὑμᾶς	σύ	p-p---ca-	you (personal pronoun)	postag	OBJ	6166937
all-words	327	24918	6166939	ὡς	ὡς	c--------	as	postag	AuxC	6166937
all-words	327	24918	6166940	χρὴ	χρή	v3spia---	it is fated	postag	OBJ	6166939
all-words	327	24918	6166941	ἡμᾶς	ἐγώ	p-p---ca-	I (first person pronoun)	postag	SBJ	6166942
all-words	327	24918	6166942	ἀφεῖναι	ἀφίημι	v--ana---	to send forth	postag	SBJ	6166940
all-words	327	24919	6166945	καὶ	καί	b--------	and	postag	AuxY	6166946
all-words	327	24919	6166946	δύναισθ’	δύναμαι	v2ppoe---	to be able	postag	PRED	0
all-words	327	24919	6166947	ἄν	ἄν	d--------	modal particle	postag	AuxY	6166946
all-words	327	24919	6166949	ἦ	εἰμί	v3siia---	to be	postag	ExD	6166946
all-words	327	24919	6166950	δ’	δέ	b--------	but	postag	AuxY	6166949
all-words	327	24919	6166951	ὅς	ὅς	p-s---mn-	who	postag	SBJ	6166949
all-words	327	24919	6166953	πεῖσαι	πείθω	v--ana---	to prevail upon	postag	OBJ	6166946
all-words	327	24919	6166954	μὴ	μή	d--------	not	postag	AuxZ	6166955
all-words	327	24919	6166955	ἀκούοντας	ἀκούω	v-pppama-	to hear	postag	OBJ	6166953
all-words	327	24920	6166957	οὐδαμῶς	οὐδαμῶς	d--------	in no wise	postag	OBJ/ADV	6166959
all-words	327	24920	6166959	ἔφη	φημί	v3siia---	to say	postag	PRED	0
all-words	327	24920	6166961	Γλαύκων	Γλαύκων	n-s---mn-	Glaucon	postag	SBJ	6166959
all-words	327	24921	6166963	ὡς	ὡς	c--------	as	postag	AuxC	6166968
all-words	327	24921	6166964	τοίνυν	τοίνυν	d--------	therefore	postag	AuxY	6166969
all-words	327	24921	6166965	μὴ	μή	d--------	not	postag	AuxZ	6166966
all-words	327	24921	6166966	ἀκουσομένων	ἀκούω	v-pfpmmg-	to hear	postag	ADV/ADV	6166963
all-words	327	24921	6166968	οὕτω	οὕτως	d--------	so	postag	ADV	6166969
all-words	327	24921	6166969	διανοεῖσθε	διανοέω	v2ppie---	nodef	postag	PRED	0
all-words	328	24922	6166971	καὶ	καί	b--------	and	postag	AuxY	6166978
all-words	328	24922	6166973	Ἀδείμαντος	Ἀδείμαντος	n-s---mn-	Adimantus	postag	SBJ	6166978
all-words	328	24922	6166975	ἆρά	ἆρα	d--------	particle introducing a question	postag	AuxY	6166983
all-words	328	24922	6166976	γε	γε	d--------	at least	postag	AuxZ	6166975
all-words	328	24922	6166978	ἦ	εἰμί	v1siia---	to be	postag	PRED	0
all-words	328	24922	6166979	δ’	δέ	b--------	but	postag	AuxY	6166978
all-words	328	24922	6166980	ὅς	ὅς	p-s---mn-	who	postag	SBJ	6166978
all-words	328	24922	6166982	οὐδ’	οὐδέ	d--------	and/but not; not even	postag	AuxZ	6166983
all-words	328	24922	6166983	ἴστε	οἶδα	v2pria---	to know	postag	CO	6166978
all-words	328	24922	6166984	ὅτι	ὅτι	c--------	adv. + superl.	postag	AuxC	6166983
all-words	328	24922	6166985	λαμπὰς	λαμπάς	n-s---fn-	a torch	postag	SBJ	6166986
all-words	328	24922	6166986	ἔσται	εἰμί	v3sfim---	to be	postag	OBJ	6166984
all-words	328	24922	6166987	πρὸς	πρός	r--------	(w. gen.) from; (w. dat.) at	postag	AuxP	6166986
all-words	328	24922	6166988	ἑσπέραν	ἑσπέρα	n-s---fa-	evening	postag	ADV	6166987
all-words	328	24922	6166989	ἀφ’	ἀπό	r--------	from	postag	AuxP	6166986
all-words	328	24922	6166990	ἵππων	ἵππος	n-p---mg-	a horse	postag	ADV	6166989
all-words	328	24922	6166992	θεῷ	θεός	n-s---fd-	god	postag	ATR	6166990
all-words	328	24923	6166994	ἀφ’	ἀπό	r--------	from	postag	PRED/AuxP	0
all-words	328	24923	6166995	ἵππων	ἵππος	n-p---mg-	a horse	postag	ADV	6166994
all-words	328	24924	6166997	ἦν	εἰμί	v1siia---	to be	postag	PRED	0
all-words	328	24924	6166998	δ’	δέ	b--------	but	postag	AuxY	6166997
all-words	328	24924	6166999	ἐγώ	ἐγώ	p-s---cn-	I (first person pronoun)	postag	SBJ	6166997
all-words	328	24925	6167001	καινόν	καινός	a-s---na-	new	postag	ATR	6167003
all-words	328	24925	6167002	γε	γε	d--------	at least	postag	AuxZ	6167001
all-words	328	24925	6167003	τοῦτο	οὗτος	a-s---nn-	this; that	postag	PRED/SBJ	0
all-words	328	24926	6167005	λαμπάδια	λαμπάδιος	a-p---na-	torch-bearing	postag	OBJ	6167006
all-words	328	24926	6167006	ἔχοντες	ἔχω	v-pppamn-	to have	postag	ADV	6167007
all-words	328	24926	6167007	διαδώσουσιν	διαδίδωμι	v3pfia---	to give from hand to hand	postag	PRED	0
all-words	328	24926	6167008	ἀλλήλοις	ἀλλήλων	p-p---md-	of one another	postag	OBJ	6167007
all-words	328	24926	6167009	ἁμιλλώμενοι	ἁμιλλάομαι	v-pppemn-	to compete	postag	ADV	6167007
all-words	328	24926	6167011	ἵπποις	ἵππος	n-p---md-	a horse	postag	OBJ	6167009
all-words	328	24927	6167014	πῶς	πῶς	d--------	how? in what way	postag	ADV	6167015
all-words	328	24927	6167015	λέγεις	λέγω	v2spia---	to pick; to say	postag	PRED	0
all-words	328	24928	6167017	οὕτως	οὕτως	d--------	so	postag	OBJ/ADV	6167019
all-words	328	24928	6167019	ἔφη	φημί	v3siia---	to say	postag	PRED	0
all-words	328	24928	6167021	Πολέμαρχος	Πολέμαρχος	n-s---mn-	Polemarchus	postag	SBJ	6167019
all-words	328	24929	6167023	καὶ	καί	b--------	and	postag	AuxY	6167027
all-words	328	24929	6167024	πρός	πρός	r--------	(w. gen.) from; (w. dat.) at	postag	AuxP	6167027
all-words	328	24929	6167025	γε	γε	d--------	at least	postag	AuxZ	6167026
all-words	328	24929	6167026	παννυχίδα	παννύχιος	a-s---fa-	all night long	postag	ADV	6167024
all-words	328	24929	6167027	ποιήσουσιν	ποιέω	v3pfia---	to make	postag	PRED	0
all-words	328	24929	6167029	ἣν	ὅς	p-s---fa-	who	postag	OBJ	6167031
all-words	328	24929	6167030	ἄξιον	ἄξιος	a-s---na-	worthy	postag	ATR/PNOM	6167026
all-words	328	24929	6167031	θεάσασθαι	θεάομαι	v--anm---	to look on	postag	ADV	6167030
all-words	328	24930	6167033	ἐξαναστησόμεθα	ἐξανίστημι	v1pfim---	to raise up: to make one rise	postag	PRED	0
all-words	328	24930	6167034	γὰρ	γάρ	d--------	for	postag	AuxY	6167033
all-words	328	24930	6167035	μετὰ	μετά	r--------	(w gen) with	postag	AuxP	6167033
all-words	328	24930	6167037	δεῖπνον	δεῖπνον	n-s---na-	the principal meal	postag	ADV	6167035
all-words	328	24930	6167038	καὶ	καί	b--------	and	postag	AuxY	6167041
all-words	328	24930	6167040	παννυχίδα	παννυχίς	n-s---fa-	night-festival	postag	OBJ	6167041
all-words	328	24930	6167041	θεασόμεθα	θεάομαι	v1pfim---	to look on	postag	CO	6167033
all-words	328	24931	6167043	καὶ	καί	b--------	and	postag	AuxY	6167044
all-words	328	24931	6167044	συνεσόμεθά	σύνειμι	v1pfim---	be with (incl. be wife of	postag	PRED	0
all-words	328	24931	6167045	τε	τε	b--------	and	postag	AuxY	6167044
all-words	328	24931	6167046	πολλοῖς	πολύς	a-p---md-	much	postag	OBJ	6167044
all-words	328	24931	6167048	νέων	νέος	a-p---mg-	young	postag	ATR	6167046
all-words	328	24931	6167049	αὐτόθι	αὐτόθι	d--------	on the spot	postag	ADV	6167044
all-words	328	24931	6167050	καὶ	καί	b--------	and	postag	AuxY	6167051
all-words	328	24931	6167051	διαλεξόμεθα	διαλέξω	v1ppie---	nodef	postag	CO	6167044
all-words	328	24932	6167053	ἀλλὰ	ἀλλά	b--------	otherwise	postag	AuxY	6167054
all-words	328	24932	6167054	μένετε	μένω	v2ppma---	to stay at home	postag	PRED	0
all-words	328	24932	6167055	καὶ	καί	b--------	and	postag	AuxY	6167058
all-words	328	24932	6167056	μὴ	μή	d--------	not	postag	AuxZ	6167058
all-words	328	24932	6167057	ἄλλως	ἄλλος	d--------	other	postag	ADV	6167058
all-words	328	24932	6167058	ποιεῖτε	ποιέω	v2ppma---	to make	postag	CO	6167054
all-words	328	24933	6167060	καὶ	καί	b--------	and	postag	AuxY	6167066
all-words	328	24933	6167062	Γλαύκων	Γλαύκων	n-s---mn-	Glaucon	postag	SBJ	6167066
all-words	328	24933	6167064	ἔοικεν	ἔοικα	v3sria---	to be like; to look like	postag	OBJ	6167066
all-words	328	24933	6167066	ἔφη	φημί	v3siia---	to say	postag	PRED	0
all-words	328	24933	6167068	μενετέον	μενετέον	a-s---na-	one must remain	postag	PNOM	6167069
all-words	328	24933	6167069	εἶναι	εἰμί	v--pna---	to be	postag	OBJ	6167064
all-words	328	24934	6167071	ἀλλ’	ἀλλά	b--------	otherwise	postag	AuxY	6167080
all-words	328	24934	6167072	εἰ	εἰ	c--------	conj. if	postag	AuxC	6167080
all-words	328	24934	6167073	δοκεῖ	δοκέω	v3spia---	seem	postag	ADV	6167072
all-words	328	24934	6167075	ἦν	εἰμί	v3siia---	to be	postag	CO	6167073
all-words	328	24934	6167076	δ’	δέ	b--------	but	postag	AuxY	6167075
all-words	328	24934	6167077	ἐγώ	ἐγώ	p-s---cn-	I (first person pronoun)	postag	SBJ	6167075
all-words	328	24934	6167079	οὕτω	οὕτως	d--------	so	postag	ADV	6167081
all-words	328	24934	6167080	χρὴ	χρή	v3spia---	it is fated	postag	PRED	0
all-words	328	24934	6167081	ποιεῖν	ποιέω	v--pna---	to make	postag	SBJ	6167080
all-words	328	24935	6167083	ἦιμεν	ἔρχομαι	v1piia---	to come	postag	PRED	0
all-words	328	24935	6167084	οὖν	οὖν	d--------	so	postag	AuxY	6167083
all-words	328	24935	6167085	οἴκαδε	οἴκαδε	d--------	to one's home	postag	ADV	6167083
all-words	328	24935	6167086	εἰς	εἰς	r--------	into	postag	AuxP	6167083
all-words	328	24935	6167088	Πολεμάρχου	Πολέμαρχος	n-s---mg-	Polemarchus	postag	OBJ	6167086
all-words	328	24935	6167090	καὶ	καί	b--------	and	postag	AuxY	6167094
all-words	328	24935	6167091	Λυσίαν	Λυσίας	n-s---ma-	Lysias	postag	OBJ	6167094
all-words	328	24935	6167092	τε	τε	b--------	and	postag	AuxY	6167091
all-words	328	24935	6167093	αὐτόθι	αὐτόθι	d--------	on the spot	postag	ADV	6167094
all-words	328	24935	6167094	κατελάβομεν	καταλαμβάνω	v1paia---	to seize upon	postag	CO	6167083
all-words	328	24935	6167095	καὶ	καί	b--------	and	postag	AuxY	6167096
all-words	328	24935	6167096	Εὐθύδημον	Εὐθύδημος	n-s---ma-	Euthydemus	postag	CO	6167091
all-words	328	24935	6167100	Πολεμάρχου	Πολέμαρχος	n-s---mg-	Polemarchus	postag	ATR	6167101
all-words	328	24935	6167101	ἀδελφούς	ἀδελφός	n-p---ma-	sons of the same mother	postag	APOS	6167096
all-words	328	24935	6167103	καὶ	καί	b--------	and	postag	AuxY	6167106
all-words	328	24935	6167104	δὴ	δή	d--------	[interactional particle: S&H on same page]	postag	AuxY	6167106
all-words	328	24935	6167105	καὶ	καί	b--------	and	postag	AuxY	6167106
all-words	328	24935	6167106	Θρασύμαχον	Θρασύμαχος	n-s---ma-	Thrasymachus	postag	CO	6167091
all-words	328	24935	6167108	Καλχηδόνιον	Καλχηδόνιος	n-s---ma-	of Calchedon (Chalcedon)	postag	ATR	6167106
all-words	328	24935	6167109	καὶ	καί	b--------	and	postag	AuxY	6167110
all-words	328	24935	6167110	Χαρμαντίδην	Χαρμαντίδης	n-s---ma-	Charmantides	postag	CO	6167106
all-words	328	24935	6167112	Παιανιᾶ	Παιανιεύς	n-s---ma-	of the deme of Paiania	postag	ATR	6167110
all-words	328	24935	6167113	καὶ	καί	b--------	and	postag	AuxY	6167114
all-words	328	24935	6167114	Κλειτοφῶντα	Κλειτοφῶν	n-s---ma-	Clitophon	postag	CO	6167110
all-words	328	24935	6167116	Ἀριστωνύμου	Ἀριστωνύμος	n-s---mg-	nodef	postag	ATR	6167114
all-words	328	24936	6167118	ἦν	εἰμί	v3siia---	to be	postag	PRED	0
all-words	328	24936	6167119	δ’	δέ	b--------	but	postag	AuxY	6167118
all-words	328	24936	6167120	ἔνδον	ἔνδον	d--------	in	postag	PNOM	6167118
all-words	328	24936	6167121	καὶ	καί	b--------	and	postag	AuxZ	6167123
all-words	328	24936	6167123	πατὴρ	πατήρ	n-s---mn-	a father	postag	SBJ	6167118
all-words	328	24936	6167126	Πολεμάρχου	Πολέμαρχος	n-s---mg-	Polemarchus	postag	ATR	6167127
all-words	328	24936	6167127	Κέφαλος	Κέφαλος	n-s---mn-	Cephalus	postag	SBJ	6167118
all-words	328	24937	6167129	καὶ	καί	b--------	and	postag	AuxY	6167133
all-words	328	24937	6167130	μάλα	μάλα	d--------	very	postag	ADV	6167133
